       1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63   64   65   66   67   68   69   70   71   72   73   74   75   76   77   78   79   80   81   82   83   84   85   86   87   88   89   90   91   92   93   94   95   96   97   98   99  100
 11   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H6   H6  C18   H6   H6  C18  C18   H6   H6   H6   H6   H6   H6   H7   H7   H7   H7   H6   H6   H6   H6   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 12   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18   H7   H7   H7   H7   H7   H7   H6   H6   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 13   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H7   H2   H2   H7   H7   H6   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 14   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H2   H7   H2   H2   H2   H7   H7   H7   H7   H6   H6   H6   H6   H6   H6   H7   H7   H7   H2   H2   H7   H6   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 15   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H6   H6   H6   H7   H7   H7   H2   H2   H7   H6   H6   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 16   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H2   H2   H2   H7   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 17   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H1   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H2   E8   H2   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 18   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   E2   H2   H2   H2   E8  E17  E17   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 19   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   E3   E2   E8   E8  E17  E17  E17   E2   E2  E12   E9   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 20   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   E3   E2   E3   E8  E17  E17   E8  E18   E8  E17   H2   E5   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 21   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H6   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   E3   E2  E17  E17  E17   E8   E8   H2   E9   H2  E17  E12   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 22   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H7   H2   H2   H2   H2   E2   E2   E3   E8  E17   E8  E17   E8   E3  E17   H2   E9   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 23   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   C7   C9   C9   C9   C7   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H7   H2   E8   H2   H2   E9   H2   E8   H1   E8   E8   H2  E17   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 24   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   C9   C9   C9   C9   C9   C9   C9   C8   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H2   H2   E9   E3   H2   E8  E17   H2  E12  E12  E12  E12   E3   H2   H2   H2   H2   D9   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 25   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   C8   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H2   H2   H2  E12  E12  E17   H2  E17  E12   E8   E9   H2   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 26   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   C8   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H2   H2  E12  E12  E12  E12   E3  E12   H2  E17   H2   H2  E17  E17   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 27   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   C8   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C8   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H7   H2   H2  E12  E12   E3   H2   H2   E3   E3   E3   E3   E3   E3   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 28   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   C9   H6   H6   H6   H6   H6   H6   H6   H6   H6   H7   H2   H2   H2   E9   H7   H7  E17   E3   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 29   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   C7   C9   C9   C9  C11  C17  C17  C11   C9  C11  C17  C11   C9   C9   C9   C9   C9   C9   C9   C9   C6   H6  C18   H6   H6   H6   H6  C18  C18   H7   H7   H2   H2   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   E3   E3   E3   E3  E17   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 30   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   H2   C4   C5   C4   C5   C5   C5  C17   C9  C17   C5   C4  C17  C17  C11   C9   C9   C9   C9   C9   C9   C9   H6  C18   H6   H6   H6   H6  C18  C18   H7   H2   H2   H6  C18   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   E3   E3   E3   E3   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 31   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H2  C14   H2   H2   H2   C5   C5   C4  C17   C9   H2   C5   C6   C5   C5   C4  C17  C11   C9   C9   C9   C9   C9   C9   H6  C18  C18   H6   H6   H6  C18  C18   H6   H6  C18  C18  C18   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   E3   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 32   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   H2  C14   C2  C14   H2   C5   C5   C5  C17   C9   H2   C7   H2   C5   C5   C5   C5   C4  C17  C11   C9  A26   C9   C9   C9   C9   H6  C18   H6   H6   H6  C18  C18  C18  C18   H6  C18  C18   H7   H7   H2   H2   H2   H7   H7   H2   H2   H2   H2   H2   E3   E3   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 33   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H2  C14   H2  C14   H2   C6   C5   C4   C4   C4  A10   H2   C5   C5   C5   C5   C5   C5   C4   C9  C11   C9   G6   C9   C9   C9   C9   C9   H6  C18  C18   H6   H6   H6   H6   H6   H6   H6  C18  C18   H7   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 34   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H6   H7   H7   H7   H7   H7   H7   H7   H7   H2   H2   C6   C5   C6   C5   C4   C9  C17   C4  A10   C5   C5   C5   C5   C5   C5   C5   C4   C4  C11   A7   H2   A7  C11   C9   C9   C9   C9   C8   H6  C18   H6   H6   H6   H6   H6   H6   H6  C18  C18  C18  C18  C18  C18  C18   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 35   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H6   H6   H7   H7   H7   H7   H7   H7   H7  C11   C5   C5   C5   C5   C5  C17   C9  C11  D15   H2   C5   C5   C4   C4   C5   C5   C5  C17  C16   C9   A7  H18   A2   C4   G6   C9   C9   C9   C9   C9   H6  C18  C18   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18  C18   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 36   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H6   H7   H7   H7   H7   H7   H7  C11   C4   C5   C4   C5   C5  C17   C9  C17   A9   H2   A1   C4   C9  C17   C5   C5   C5  C17   C9   C9  H21  H21  H21   C4  A10  C17  C11   C9   C9   C9   C9   C9   H6   H6  C18   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 37   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7  C11   C9  C17   C4   C4   C5   C5   C4   C9  C11  A14  G15  H21  C11   H7  C17   C5   C5   C4   C4   H7   H2   H2   H2   H2  C11   H2  G15   C4  C17   C9   C9   C9   C9   C9   C7   H6  C18  C18  C18   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18  C18   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 38   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7  C11   H7  C11   C5   C5   C5   C4  C11   A2   C5   H2  H21  H21   H2   H7  C17   C5   C5   C5   A2   C4   H2  H16   H7   H7   H7   H7   H2   H2  C17   C9  C11   C9   C9   C9   C9   C9   C9   H6  C18  C18   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 39   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7  C11   H7  C11   C5   C4   C5  C17   C9  A10   H2   H2   H2  H21   H2   C6  A10   C5   C5   C5   A2   H2   F6  F11   H7  D15  D15   H7   H7   H7   A3  C17   C4  C17  C11   C9   C9   C9   C9   C7   H7   H6  C18  C18  C18   H6   H6   H6   H6   H6   H6   H6   H6   H6  C18   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 40   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7  C11   H7  C11   C4  C11   C4  C17   C9  H18   H2   H7   H7   H7  H16   H2   H2  H18   C5   C6   A2  H21   H2   H1   H2   D4   D4   D4   H7   H7  F11  C17   C5   C5   C5  C11   C9   C9   C9   C9   H7   H7   H7   H7   H6  C18  C18  C18  C18  C18  C18  C18  C18  C18  C18   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 41   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   C4   C4   C9   C9  C11   C9  A13   H7   H2   H7  D15   D4   H2   H2  H13   A1  H21   H2  H13  H13   H2  D10   D4  D10   D4   D4   H2  F11  C17   C5   C5   C5   C4   C4  C11   C9   C9   H7  H16   H7  H16  H16  H16   H7   H7  H16   H6  C18  C18   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 42   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   C5  C11   C9  C11  C11  F11  H16   H2   H2  D15   D4   H7   H2  H13  H13  H13  H13  H13  H13   H2  D15   D4  D10  D10  C12   H2   H2   C6   C5   C4   C4  C17   C5   C4  C17  C11   H7  H16   H7   H7   H7   H7   H7   H7  H16  H16   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 43   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   C6  C17   C9   C9  C11   H7  F11   H2   H7   D4  D10   D4   H2  H13  H13  H13  H13  H13  H13   H2   H7   C9   C9   C9   H2   H2  A24   C6   C5  C17   C9  C11   C5   C5   C5  C11   H7   H7   H7  H16   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 44   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   C5   C4  C11   C9   C9   C7  H18   H2   H2   C9  D10   C9  H18  H13  H13  H13  H13  H13  H13  H21   H2   C5   C4   C6   A1   A1   C5   C4   C4   C6  D15   C9  C17   C5   C5  C11   H7   H7   H7   H7  H16  H16   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
