       1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63   64   65   66   67   68   69   70   71   72   73   74   75   76   77   78   79   80   81   82   83   84   85   86   87   88   89   90   91   92   93   94   95   96   97   98   99  100
 11   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C29  D10  D10  D10   H2  D26   H7  C12   D6   H7   H7   H7   H7   H7   D9   D6   H7  D10  D10  D10  D10   H2  D10   H2  D10  C29   D6   H7  C12  C12  C12  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 12   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12  D10  D10  D10  D10  D10   H5   D7   H7   H7  H16  C12   H6  H16   H7   H7   D9   D2   D2   H7   H7   H2  D10   H2  D10  C29   D2   H7  C12  C12  C12  C12  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 13   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  D10  D10  D10  D10  D10   D9   D2   H5   H7   H7  C12  C12  C12  C12  C12  C12  C18   H7   H7   D2   D6   D9  D10  D10  C12  D10   D2   H6   H7   H7  C12  C12  C12  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 14   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C29  D10   H7   D2   D6  H16   H7  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12   H7   H7   H7   D2   D2   H7   D2  D24   H7  C12   H7  H16  C12  C12  C12  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 15   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   D7   H5   H6  C12   H7  H16  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  H16   H7   H7   D6   D6   H7  C12  C12  C12   H7  H16  H16  C12  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 16   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12  C18   D6   D6   H6  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12   H7   H7   H7  C12  C12  C12  C12  C12   H7  C12  H16   H7  C12  C12  C12   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 17   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12   H7   H7   H7  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12  C12   H7   H7   H7   H7  C12  C12  C12  C12  C12   H7  H16  H16  H16  H16  H16   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 18   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12  H16   H7  C12  C12  C12  C12   H7   H7   H7   H7   H7   H7   H7  C12  C12  C12  C12  C12  C18  C12  C12  C12   H7  H16  H16   H7   H7   H7  C12  C12  C12  C12  C12  H16  H16  H16  H16  H16   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 19   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7  H16  C12   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6  C12  C12  C12  C12  C12  H16  H16   H7   H7   H7   H7   H7  H16  C12  C12  C12  C12   H7   H7  C12  H16   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 20   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  C12  C18   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 21   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  C24   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 22   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2  H16   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H6  C12   H7   H7   H7  C12   D1  H16   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 23   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H5   H6   H6   H5   H7   H7  C12   H6   H6   H5   H7   H5   H6   H6   H6   H6   H6   H6   H7   H7   H7  C12  C12   D1   H7   H7  H16   H6   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 24   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H6   H6   H6   H7   H5   H7  C18   H6   H6   H5   H7   H7   H7   H6  H16   H6   H7  C18   H6   H7   H7   H6   H7   H5   H7   H7   H7  C29   H7  C20   D1   H7   H7  H16   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 25   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H6   H7   H5   H6   H6  C18   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  C20   H7   H7  C12   D1   H7  H16   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 26   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12   H7   H7  H16   H5   H7  C12   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H2   H7   H7   H7   H7  H21   H7   H7  H16   H7  H16  H16  H16   H7   H7   C6   H7   H7   H7  C12  D11   H7  H16  H16   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 27   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C20   H7   H7  C12   H6   H7   H7   H7   H7   H7   H7   G8   H7  H16  H16  H16   H7  H16   H7   H2   H7   H7  H16   H7   H2   H7   H7  H16   H7  H16  H16  H16   H7   D2   H7   H7   H7   H7   H7  C29  E23   H7  H16   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 28   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C20   H7   H2   H7  H16   H7   H7   H7  H16   H7   H7   H7  H21   H7  H16  H16  H16   H7  H16   H7   A1   H2   H7   H7   H7   H7   H2   H7   H6   H7  H16  H16  H16   H7   H7   H7   H7  C29   H7   H7   H7  C20   C6   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 29   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C29   H7   H2   H7   H7   H7   H7   H7  H16  H16   H7   H7   H2   H7   H7  H16  H16  H16  H16  H16   H7   H2   H2  G17   H7   H7   H7   H7   H7   H7  H16  H16   H6   H7   H7   H7   H7  C18   H7   H7   H7  C12  C24   H7   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 30   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H6  C20   H7   H2   H2   H7   H7   H7  H16   H7  H16  H16   H7   H7  H18   H2   H7   H6   H6   H6   H7  C12   H7   H2   H5   H7   H7   H7   H7   H7   H7   H7   H6   H6  H16   H7   H2   H7   H7   H7   H7   H7   H7   H7  C29   H7   H6   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 31   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C29   H7   H2   H7   H7   H7   H7  H16   H7   H6  H16   H5   E8   H7   H2  M12   H7  H16  H16   H7   H7   H7   H7   H7   H7  D10  C12  M11  C12   H7   H7   H6   H6   H6   H7   H2   H2   H7   H7  C20   H7   H7   H7   H7   H6   H6   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 32   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7  C12  M15   H2   H7   H7   H7   H7  H16   H7   H7   H7   H7   H7   H7   H7   H7   H2   H6   H6  H18   H2   H2   H2   H2   H2  H11  C12  C12   H7   H2  H16  H16   H6   H6   H7  M14   H2   H7   H7   H7   H7   H7   H7   H7   H6   H6   H7   H2   H2   H7   H7   H9   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 33   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H2   H7   H7   H7   H7   H7  H16   H7   H7   H7   H7  D10  C12  C12  H16   H2   H2   H2  H18  H18  H18  H18   H2   H7   D9  M11   H7   H2  H16  H16   H6  H16   H7  G18   H2   H7   H7   H7   H7   H7   H7   H7   H6  H16   H7   H7   H2   H2   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 34   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7  H16   H7   H7   H7  H16   H7   H7   H2   H2   H2  C12  C12   H7   H2  H18  H19  H19  H19  H19  H19   H2   H7  D26  D23   H7   H2   H6   H6   H6  H16   H7  H18   H2   H7   H7   H7   H7   H7   H7   H7  H16   H7  H16   H7   H2   H2   H2   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 35   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2  M15   H7   H7  H16   H7   H7  H16  H16  H16   H7   H2   H2   H7  C12  C12  D10   H2  H19  H19  H19  H19  H19  H19   H2   H2   H7   H7   H2   H2  H16   H6   H7  H16   H7   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   H7   H2   H2   H2   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 36   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H7   H7   H7   H7  H16   H7   H6  H16   H7   H2   H7   D8  E17   H7   H2  H12  H19  H19  E16  H12  H19  H19  H18   H2  H21   H2   H7  H16   H7  H16   H6   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   H7   H2   H2   H2   H2   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 37   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H2   H7   H7   H7   H7   H7  H16   H7  H16   H7   H2   H2   H7   H7   H2   H2  E16  H19  E16  E16  E16  E16  H19  H12  E14  G18  F17   H7   H7  H16   H6  H16   H7   H7   H7   H2   H7   H7   H7   H7   H7   H7   H7  H16  H16   H7   H7   H7   H7   H2   H2   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 38   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H2  H21  H21   H2   H2  H19  H19  E16  E16  E16  H19  H19  H19  H12  E14  E14   H2   H2   H7   H6   H6   H7   H7   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7  H16   H6   H7   H7   H7   H7   H2   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 39   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  M12   H2   G1  E14  H19  H19  E16  H12  H19  H19  E16  H19  H19  H18   H2   H2   H2   H7  H16   H6   H7   H7   H7   H2   H2   H2   H7   H7   H5   H7   H7   H7   H7   H7   H6   H6   H7   H7   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 40   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  H16   H7   H7   H2   H2   H2  H18  H18  H18  H18  H12  H18  H12  H18   H2   H2   H2   H7   H7   H7   H6   H6   H7   H7   H7   H2   H2   H2   H7   H7  B23   H7   H7   H7   H7  H16   H7  H16   H6   H7   H2   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 41   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  H16   H7  H16   H7   H7   H5   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H2   H7   H6   H6   H7   H7   H7   H2   H2   H2   H2   H7  H23   H7   H7   H7   H7   H7  H16   H7  H16  H16   H7   H2   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 42   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7  H16   H7   H7   H7   H7   H7   H7   H7   H7  H16   H7  H16   H7   H7   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  F16   H7  D10   H7   H7   H6  H16   H7   H2   H2   H2   H2   H2   H2   H7   H7   H2   H7   H7   H7   H7  H16  H16   H7   H6   H7   H7   H2   H7   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 43   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7   H7  H16   H7   H6   H2   H2   H2   H7   H7  H16   H7   H7   H7   G3  M13  B22  D10   H7   H7   H7   H6   H7   H7   H2   H2   H2   H2   H2   H2   H2   H7   H2   H7   H7   H7   H7   H7  H16   H7   H7   H6  H16   H7   H7   H2   H2   H7   H7   H7   H7   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
 44   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H7   H7  M15  H23   H7   H7  H16   H7   H7   H7   H7   H7   H7   H2   H7   H7  H16   H7  H16   H2   H2   H5   H7   H7   H7  C29  D10  D10  G12  C29  C29  D10   H7   H7  H16  H16   H7   H7   H4   H2   H2   H2   H2   H2   H2   H7   H7   H7   H7   H7   H7   H7   H7   H6   H7   H7   H6   H7   H7   H2   H2   H2   H5  H23   H7   H7   H5   H5   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2   H2
